chr13	110796751	112247300	0.827861579414374	.
chr14	18155169	19837291	0.916230366492147	.
chr14	20230286	20501698	0.972332015810277	.
chr14	21113628	21683890	0.966832504145937	.
chr14	23127796	23480462	0.93485342019544	.
chr14	24000785	27827333	0.863600317208565	.
chr14	27940308	28133535	0.85207100591716	.
chr14	28332401	28733085	0.81201044386423	.
chr14	29476414	29718808	0.757062146892655	.
chr14	29837016	30084919	0.964705882352941	.
chr14	30271828	30414149	0.852760736196319	.
chr14	30997762	31319394	0.936170212765957	.
chr14	32254849	33169477	0.968541468064824	.
chr14	33244322	33973264	0.95	.
chr14	34969159	35191183	0.748837209302326	.
chr14	35424641	36480019	0.951627088830255	.
chr14	38119124	38544714	0.957605985037406	.
chr14	39010094	41118716	0.869242985706723	.
chr14	41771546	41930464	0.785123966942149	.
chr14	42550360	44432926	0.84807121661721	.
chr14	44812938	48093001	0.910913872452334	.
chr14	48340823	49110106	0.873202614379085	.
chr14	53076928	53898976	0.954594594594595	.
chr14	55256439	55645676	0.995203836930456	.
chr14	55893759	56724833	0.975972540045767	.
chr14	56814059	57603892	0.91764705882353	.
chr14	59085903	59619745	0.806576402321083	.
chr14	65247739	66692105	0.927090779127949	.
chr14	69573140	70343084	0.844207723035952	.
chr14	71358765	72002407	0.960468521229868	.
chr14	75531301	75667706	0.884848484848485	.
chr14	75770814	76225920	0.88440366972477	.
chr14	77333399	79804617	0.908053923263049	.
chr14	80402823	82596732	0.903474903474903	.
chr14	83108829	84568189	0.763565891472868	.
chr14	85154088	85750063	0.882747068676717	.
chr14	86445458	87957623	0.919659160073037	.
chr14	88166724	88323903	0.849624060150376	.
chr14	89501434	89761682	0.827956989247312	.
chr14	90380741	90641737	0.903114186851211	.
chr14	91056843	91398554	0.971337579617834	.
chr14	91716618	91950007	0.888888888888889	.
chr14	92380031	92471720	0.828282828282828	.
chr14	92872195	93460993	0.918622848200313	.
chr14	93717022	93860203	1	.
chr14	93929469	94954052	0.883319638455218	.
chr14	95107949	95567821	0.971751412429379	.
chr14	103464302	103617343	0.867549668874172	.
chr15	20639479	22659952	0.84546925566343	.
chr15	23238025	23460157	0.821428571428571	.
chr15	23745179	25329212	0.918762088974855	.
chr15	27242477	27745885	0.809611829944547	.
chr15	28025767	28443727	0.864353312302839	.
chr15	28749463	28971776	0.913294797687861	.
chr15	29570970	30430562	0.931428571428571	.
chr15	31235419	32051645	0.903260869565217	.
chr15	35222688	35843921	0.857391304347826	.
chr15	42827180	43155256	0.9198606271777	.
chr15	43289979	43476838	0.914438502673797	.
chr15	43772196	45451471	0.909035033804548	.
chr15	45556157	46363836	0.944841675178754	.
chr15	50892438	53249359	0.920298879202989	.
chr15	55654103	56272445	0.879286694101509	.
chr15	57620448	57717463	0.821052631578947	.
chr15	57791001	58396440	0.883720930232558	.
chr15	59155364	59905649	0.907103825136612	.
chr15	60214360	60367270	0.754966887417219	.
chr15	68247078	68498152	0.705882352941177	.
chr15	74041753	74185680	0.766355140186916	.
chr15	77097657	77945318	0.803329864724246	.
chr15	78288237	78479377	0.768472906403941	.
chr15	79624161	79938239	0.948220064724919	.
chr15	80032157	80119140	0.969072164948454	.
chr15	81042503	81270579	0.834782608695652	.
chr15	81351246	81443048	0.92079207920792	.
chr15	84208897	86058934	0.947628458498024	.
chr15	86166317	86954845	0.852046169989507	.
chr15	89400719	89802364	0.981264637002342	.
chr15	89920670	90189619	0.996951219512195	.
chr15	91422480	92345937	0.946946946946947	.
chr15	92655831	93581412	0.881904761904762	.
chr15	94717674	96999844	0.895690696737817	.
chr15	98118380	98937984	0.890865954922894	.
chr15	99670855	100095998	0.836559139784946	.
chr16	5093535	8544428	0.884901307357088	.
chr16	9164170	10019376	0.923632610939113	.
chr16	10191920	10494270	0.891566265060241	.
chr16	12584272	13903730	0.878064943671305	.
chr16	16213999	17160156	0.892802450229709	.
chr16	17586611	18667990	0.925280199252802	.
chr16	19065664	19405687	0.925714285714286	.
chr16	19858384	20758397	0.918807810894142	.
chr16	20852484	21053935	0.762557077625571	.
chr16	21576894	21677278	0.777777777777778	.
chr16	22491685	23285802	0.913693901035673	.
chr16	23615530	24418915	0.937704918032787	.
chr16	25186706	27069954	0.915180722891566	.
chr16	27832111	27967977	0.746753246753247	.
chr16	31448697	45193738	0.781905332534452	.
chr16	47226031	48652951	0.840445269016698	.
chr16	48968513	50404649	0.872876391329818	.
chr16	50495046	51611643	0.953174603174603	.
chr16	51927076	52253092	0.799410029498525	.
chr16	54162439	54868597	0.945341614906832	.
chr16	57344893	58027719	0.936507936507937	.
chr16	58300324	62922902	0.92517006802721	.
chr16	63051802	63445516	0.93208430913349	.
chr16	63721428	63862958	0.847133757961783	.
chr16	64029098	64111961	0.905263157894737	.
